VS 3X Inv Gold,DGLD,20180409,40.71,40.9,40.32,40.41,45300
Digital Ally Inc,DGLY,20180409,2.35,2.35,2.3,2.35,11500
Wisdomtree EM Quality Divd Growth Fund,DGRE,20180409,26.65,26.69,26.51,26.56,4100
Wisdomtree US Smallcap Quality Dvid Fund,DGRS,20180409,34.29,34.51,34.14,34.14,6100
Wisdomtree US Quality Divd Fund,DGRW,20180409,40.17,40.56,39.93,39.98,85200
Diamond Hill Inv,DHIL,20180409,200.3,204.3,199.97,201.07,6300
Dhx Media Varbl Vtg,DHXM,20180409,3.1,3.1,3,3,5200
Davis Select International ETF,DINT,20180409,19.73,19.79,19.73,19.77,21700
Diodes Inc,DIOD,20180409,29.83,30.49,29.59,29.98,237100
Discovery Comm A,DISCA,20180409,22.79,22.91,22.48,22.53,2543800
Discovery Comm Inc,DISCK,20180409,20.86,20.97,20.58,20.67,2350100
Dish Network Corp,DISH,20180409,38.65,39.19,38.21,38.42,1457600
Daily Journal Cp,DJCO,20180409,224,224,221.04,221.04,700
Ipath Long Bond Bear ETN,DLBS,20180409,19.6,19.6,18.51,18.51,1600
Dlh Holdings Corp,DLHC,20180409,6.22,6.22,5.95,6.18,5000
Dolphin Entertainment Inc,DLPN,20180409,3.08,3.18,2.66,2.91,144000
Dolphin Entertainment Inc Warrant,DLPNW,20180409,0.26,0.26,0.26,0.26,9900
Duluth Hldg Cl B,DLTH,20180409,19.56,19.73,18.82,18.87,160900
Dollar Tree Inc,DLTR,20180409,99.7,100.24,98.65,98.74,1642700
Dorchester Minls,DMLP,20180409,16.95,17,16.63,16.75,32100
Delmar Pharmaceuticals Inc,DMPI,20180409,0.9,0.929,0.88,0.895,67200
Digimarc Corp,DMRC,20180409,25.15,25.4,24.9,25.05,83200
Dnb Finl Corp,DNBF,20180409,34.35,34.5,34.17,34.35,1700
Golden Bull Limited Ordinary Shares,DNJR,20180409,4.9,4.9,4.73,4.83,20700
Dunkin' Brands Group,DNKN,20180409,59.96,60.74,59.96,60.08,745000
Denali Therapeutics Inc,DNLI,20180409,18.5,19.48,18.11,18.44,161000
Dogness Corporation Class A,DOGZ,20180409,3.9,3.9,3.78,3.78,2100
Dorman Products Inc,DORM,20180409,67.58,67.97,66.18,67.59,175100
Dova Pharmaceuticals Inc,DOVA,20180409,28.7,29.25,27.19,27.89,148800
Amdocs Ltd Ord,DOX,20180409,66.09,67.03,65.79,66.28,941600
Digirad Corp,DRAD,20180409,1.4,1.4,1.25,1.3,185500
Labstyle Innovat,DRIO,20180409,1.63,1.78,1.6,1.66,295200
Dicerna Pharmaceutic,DRNA,20180409,9.47,10.04,9.46,9.71,392700
Durect Corp,DRRX,20180409,2.36,2.52,2.28,2.48,1566600
Dryships Inc,DRYS,20180409,3.44,3.515,3.44,3.46,531800
Descartes Sys Grp,DSGX,20180409,28.45,29.15,28.395,28.75,95000
Daseke Inc,DSKE,20180409,9.36,9.37,8.8,8.99,689300
Daseke Inc,DSKEW,20180409,1,1,0.9,0.93,515200
VS 3X Inv Silver,DSLV,20180409,25.38,25.52,24.72,24.96,160200
D S P Group Inc,DSPG,20180409,11.85,12.1,11.75,11.85,38100
Deswell Inds Inc,DSWL,20180409,3.02,3.05,3,3.03,10100
Davidstea Inc,DTEA,20180409,3.6,3.6,3.35,3.5,3500
Determine Inc,DTRM,20180409,1.56,1.56,1.42,1.45,4800
10 Year Bear Ipath,DTYS,20180409,21.69,21.8,21.46,21.46,7000
Davis Select USA ETF,DUSA,20180409,22.97,23.07,22.85,22.85,1400
Dynavax Technologies,DVAX,20180409,18.85,19.1,18.4,18.6,1112200
Diversicare Healthca,DVCR,20180409,7.12,7.12,7,7,2000
DJ Select Dividend Index Ishares,DVY,20180409,94.96,95.955,94.73,94.8,538300
Dynamic OTC Powershares,DWAQ,20180409,102.78,104.68,102.78,103.66,2200
DWA Smallcap Momentum Portfolio PS,DWAS,20180409,48.91,49.32,48.56,48.56,17100
Datawatch Cp,DWCH,20180409,8.4,8.6,8.3,8.45,49000
Arrow DWA Country Rotation ETF,DWCR,20180409,30.61,30.61,30.61,30.61,100
DW Fixed Income Allocation ETF SPDR,DWFI,20180409,24.93,25.01,24.89,24.96,30800
DWA Tactical Multi-Asset Income PS,DWIN,20180409,25.29,25.29,25.15,25.18,22200
Davis Select World Opportunities ETF,DWLD,20180409,25.93,26.14,25.77,25.77,22000
DWA Momentum & Low Vol Rotation PS,DWLV,20180409,31.23,31.39,31.18,31.18,587000
First Trust Dorsey Wright People's Portfolio ETF,DWPP,20180409,28.34,28.34,28.25,28.25,22600
Dawson Geophscl,DWSN,20180409,6.27,6.32,6.11,6.13,17800
DWA Tactical Sector Rotation PS,DWTR,20180409,28.17,28.505,28.02,28.02,9800
Dexcom,DXCM,20180409,70.87,71.95,69.98,70.38,1295400
Wisdomtree Germany Hedged Eqty Fund,DXGE,20180409,31.24,31.38,31.24,31.33,5500
Wisdomtree Japan Smallcap Eqty Hedged Fund,DXJS,20180409,44.32,44.73,44.29,44.29,12600
Destination XL Grp,DXLG,20180409,1.7,1.75,1.65,1.65,106900
Dxp Enterprise,DXPE,20180409,37.65,37.74,36.23,36.5,128100
The Dixie Group,DXYN,20180409,2.9,2.95,2.8,2.8,2300
Dynatronics Cp,DYNT,20180409,2.95,3.025,2.95,2.95,5800
Dynasil Cp America,DYSL,20180409,1.29,1.37,1.29,1.3,18400
Dasan Zhone Solutions Inc,DZSI,20180409,11.25,11.25,10.77,10.77,11500
Electronic Arts Inc,EA,20180409,119.19,121.07,118.53,118.86,2572000
Easterly Acq,EACQ,20180409,10.2,10.2,10.2,10.2,80200
Easterly Acq Warrant,EACQW,20180409,0.75,0.79,0.75,0.79,18700
Double Eagle Units,EAGLU,20180409,10.11,10.18,10.1,10.18,11600
Auris Medical,EARS,20180409,1.41,1.42,1.22,1.34,115400
Eastside Distilling Inc,EAST,20180409,7.15,7.22,7.1,7.1,1900
Ebay Inc,EBAY,20180409,39.21,39.55,38.82,38.88,7607400
Ebay Inc 6.0% NTS,EBAYL,20180409,26.18,26.21,26.13,26.13,33200
Eleven Bio Inc,EBIO,20180409,1.54,1.65,1.35,1.5,6553900
Ebix Inc,EBIX,20180409,74.5,75.4,73.85,73.95,138800
Eagle Bancorp [Mt],EBMT,20180409,20.7,21.25,20.7,21,18000
Meridian Bncp,EBSB,20180409,19.95,20.1,19.6,19.65,260000
Enterprise Bancorp I,EBTC,20180409,34.36,35.77,34.36,35.01,6600
Echo Global Logistic,ECHO,20180409,28.3,28.5,27.75,27.85,306500
US Ecology Inc,ECOL,20180409,54.35,54.8,53.55,53.65,44500
Encore Capital Grp,ECPG,20180409,44.65,45.05,43.95,44.15,261900
Endocyte Inc,ECYT,20180409,8.27,8.5,8.03,8.2,781000
Edap Tms Sa ADR,EDAP,20180409,2.353,2.43,2.28,2.295,15500
Legg EM Div Core ETF,EDBI,20180409,32.71,32.71,32.71,32.71,100
Edge Therapeut Cm S,EDGE,20180409,1.09,1.15,1.05,1.11,2579500
Edgewater Tech Inc,EDGW,20180409,5.48,5.71,5.425,5.48,43800
Editas Medicine,EDIT,20180409,33.18,34.98,32.34,32.41,1338500
Educational Dev Cp,EDUC,20180409,24.45,24.6,23.55,24.15,21600
Euronet Worldwide,EEFT,20180409,72.12,74.8,72.12,73.47,1589100
Ecology Environment,EEI,20180409,11.4,11.4,11.3,11.3,1700
Ishares EM Asia ETF,EEMA,20180409,73.89,74.64,73.56,73.74,23100
Elec Imaging Inc,EFII,20180409,27.28,27.65,26.87,26.87,276900
Energy Focus,EFOI,20180409,2.26,2.26,2.15,2.23,25300
Enterprises Finl Svc,EFSC,20180409,47.1,47.75,46.85,46.9,56900
Egain Corp,EGAN,20180409,8.1,8.3,8.05,8.2,162700
Eagle Bancorp Inc,EGBN,20180409,58.75,59.85,58.35,58.4,104100
Energy Xxi Gulf Coast Inc,EGC,20180409,3.78,3.83,3.7,3.72,199200
Eagle Bulk Ship New,EGLE,20180409,4.81,4.89,4.73,4.75,288000
Egalet Corp,EGLT,20180409,0.63,0.64,0.57,0.61,345100
Nic Inc,EGOV,20180409,13.75,13.95,13.7,13.85,517800
Eagle Pharmaceutical,EGRX,20180409,52.22,52.77,51.56,51.88,261300
Ehealth Inc,EHTH,20180409,15.53,15.53,15.15,15.16,72500
Endurance Int Grp,EIGI,20180409,7.35,7.5,7.3,7.35,171800
Eiger Biopharma,EIGR,20180409,9.1,9.9,9.1,9.8,52300
Ekso Bionics Holdings Inc,EKSO,20180409,1.48,1.53,1.41,1.47,239500
Electrum Special WT,ELECW,20180409,0.29,0.29,0.25,0.29,37900
Endologix Inc,ELGX,20180409,4.19,4.28,4.09,4.14,297200
Echelon Corp,ELON,20180409,4.25,4.25,4.11,4.11,39000
Electro Sensors In,ELSE,20180409,4.03,4.3,4.03,4.11,21300
Eltek Ltd,ELTK,20180409,3.83,3.92,3.65,3.69,4200
USD Emrg Mkts Bond Ishares,EMB,20180409,112.42,112.51,112.37,112.46,1191800
Wisdomtree EM Corp Bond Fund,EMCB,20180409,71.32,71.32,70.85,70.95,74400
Emclaire Finl Cor,EMCF,20180409,33.44,33.44,33.44,33.44,300
Wisdomtree EM Consumer Growth,EMCG,20180409,26.46,26.46,26.4,26.4,700
E M C Insurance Gp,EMCI,20180409,26.68,26.84,26.5,26.65,17300
Ishares EM Infrastructure ETF,EMIF,20180409,31.93,31.96,31.65,31.65,700
Elbit Imaging Ord,EMITF,20180409,2.68,2.7,2.68,2.69,1500
Emcore Corp,EMKR,20180409,5.65,5.7,5.55,5.6,114300
Eastern Co,EML,20180409,29.15,30.25,28,28.45,28800
Emmis Commun Cl A,EMMS,20180409,4.59,4.64,4.535,4.551,11200
Ishares Inc Ishares MSCI Emerging Markets Ex C,EMXC,20180409,54.06,54.06,54.03,54.03,500
Endo Int'l Plc,ENDP,20180409,5.51,5.565,5.38,5.51,4618300
Entegra Financ Cm ST,ENFC,20180409,29,29.1,28.45,28.5,9300
Englobal Corp,ENG,20180409,0.82,0.84,0.81,0.81,10400
Enphase Energy Inc,ENPH,20180409,4.16,4.31,4.04,4.15,976300
The Ensign Group In,ENSG,20180409,27.425,28.03,27.01,27.02,326300
Global Eagle Entrtn,ENT,20180409,1.17,1.2,1.07,1.11,640800
Enanta Pharmaceutica,ENTA,20180409,83.25,85.1,82.32,82.59,144300
Entegris Inc,ENTG,20180409,34.2,35.5,34.1,34.6,1248900
New Zealand Index MSCI Ishares,ENZL,20180409,50.02,50.33,49.55,50.22,78400
Evolus Inc.,EOLS,20180409,7.64,8.33,7.64,8.2,81800
Bottomline Tech In,EPAY,20180409,39.24,39.53,39.03,39.17,210100
Essa Pharma,EPIX,20180409,0.185,0.185,0.1,0.179,69800
Epizyme Inc,EPZM,20180409,15,15.22,13.7,13.775,549800
Equity Bncsrs Cm A,EQBK,20180409,39.6,39.76,39.06,39.13,110800
Equitable Fincl,EQFN,20180409,10.75,10.75,10.75,10.75,200
Equinix Inc,EQIX,20180409,410.09,417.875,408.05,409.57,535600
Proshares Trust Proshares Equities For Rising Ra,EQRR,20180409,45.42,46.1,45.42,46.1,1900
Eldorado Resorts,ERI,20180409,34.55,35.1,33.6,34.1,497400
Ericsson ADR,ERIC,20180409,6.22,6.3,6.205,6.22,1707200
Erie Indemnity Co,ERIE,20180409,114.88,116.27,114.88,115.16,19900
Energy Recovery Inc,ERII,20180409,8.28,8.28,8.02,8.03,201700
Elmira Sav Bk,ESBK,20180409,20.4,20.5,20.4,20.5,500
Escalade Inc,ESCA,20180409,13.85,14,13.85,13.95,8600
Euroseas Ltd,ESEA,20180409,2.15,2.17,2.11,2.11,8300
Eco-Stim Energy,ESES,20180409,1,1,0.95,1,2600
Ishares EAFE ESG Select ETF,ESGD,20180409,67.67,68.02,67.57,67.58,11800
Ishares EM ESG Select ETF,ESGE,20180409,74.22,74.57,73.87,73.87,16300
Flexshares Global ESG Impact Index,ESGG,20180409,94.19,94.19,94.08,94.08,1100
Enstar Group Ltd,ESGR,20180409,215,215.4,210.5,212,38500
Ishares US ESG Optimized ETF,ESGU,20180409,57.3,57.9,57.06,57.06,5000
Electro Sci Inds,ESIO,20180409,18.71,19.06,18.59,18.64,551100
Elbit Systems Ltd,ESLT,20180409,117,117.65,115.58,115.61,51300
Essendant Inc,ESND,20180409,8.44,8.44,8.09,8.26,259200
Esperion Theraptc,ESPR,20180409,67.2,68.31,66.63,67.29,367800
Esquire Financial Holdings Inc,ESQ,20180409,24.46,24.7,24.44,24.58,12400
Express Scripts,ESRX,20180409,68.23,69.5,67.75,68.03,4428800
Essa Bancorp Inc,ESSA,20180409,14.75,14.75,14.51,14.61,15700
Estre Ambiental Inc,ESTR,20180409,9.85,10.23,9.54,9.7,5700
Estre Ambiental Inc Warrant,ESTRW,20180409,0.62,0.62,0.62,0.62,100
Community Bankers,ESXB,20180409,8.6,8.85,8.6,8.7,9100
E*Trade Finl Corp,ETFC,20180409,55.78,57.16,55.4,55.54,1960100
Etsy Inc,ETSY,20180409,27.63,28.2,27.58,27.6,1203900
Europe Financials ETF Ishares,EUFN,20180409,23.23,23.36,23.15,23.18,1025200
Everbridge Inc,EVBG,20180409,35.67,36.4,35.43,35.49,205000
Ev Energy Partners,EVEP,20180409,0.17,0.17,0.16,0.16,1550000
Evofem Biosciences Inc.,EVFM,20180409,6,6,5.8,5.8,7600
Evogene Ltd Ord,EVGN,20180409,2.84,2.935,2.84,2.91,11400
Ever Glory Intl Grp,EVK,20180409,3.6,3.8,3.45,3.7,12300
Evine Live Cl A,EVLV,20180409,0.93,0.93,0.88,0.89,549600
Evoke Pharma,EVOK,20180409,2.12,2.12,2.06,2.06,24500
Evolving Systems Inc,EVOL,20180409,4.1,4.2,4.05,4.1,11800
East West Bancorp,EWBC,20180409,60.62,61.83,60.23,60.3,1179400
Ishares Brazil Smallcap ETF,EWZS,20180409,16.7,16.7,16.14,16.14,81400
Exact Sciences Cor,EXAS,20180409,38.34,41.17,38.34,40.35,2211500
Exelixis Inc,EXEL,20180409,21,21.43,19.6,19.67,8891100
Exfo Inc,EXFO,20180409,4.145,4.145,4.05,4.09,1900
Exlservice Holdings,EXLS,20180409,55.58,55.98,55.07,55.1,96400
Expeditors Intl,EXPD,20180409,61.81,62.42,61.24,61.51,990100
Expedia Group Inc.,EXPE,20180409,107.95,109.7,107.12,107.25,1613100
Exponent Inc,EXPO,20180409,80,80.15,78.55,78.6,90400
Extreme Networks,EXTR,20180409,10.64,10.8,10.4,10.58,1319800
National Vision Holdings Inc,EYE,20180409,32.64,33.4,32.41,33.04,437700
Eyegate Pharma,EYEG,20180409,0.47,0.47,0.36,0.38,2500900
Eyenovia Inc.,EYEN,20180409,9.07,9.16,8.36,8.5,27100
Second Sight,EYES,20180409,1.7,1.725,1.63,1.65,252000
Second Sight Medical Products Inc Warrants,EYESW,20180409,0.805,0.815,0.805,0.815,200
Eyepoint Pharmaceuticals Inc.,EYPT,20180409,1.17,1.19,1.15,1.16,140400
Ezcorp Inc,EZPW,20180409,12.95,13.125,12.875,12.95,225400
Alternative Absolute Return Strategy ETF FT,FAAR,20180409,29.09,29.12,29.09,29.09,1300
Multi Cap Value Alphadex Fund FT,FAB,20180409,54.19,54.67,54.19,54.57,6300
Multicap Growth Alphadex Fund FT,FAD,20180409,66.54,67.34,66.54,66.61,8100
Ishares Fallen Angels USD Bond,FALN,20180409,26.52,26.54,26.45,26.5,30200
Farmmi Inc.,FAMI,20180409,6.78,7,6.68,7,150500
Diamondback Energy,FANG,20180409,117.51,118,113.06,113.29,3323700
Fanhua Inc,FANH,20180409,25.96,26.32,25.39,25.48,81200
Farmer Brothers,FARM,20180409,29.5,30.1,28.6,28.65,155700
Faro Tech Inc,FARO,20180409,57.7,59.1,57.65,58.3,50700
Fastenal Co,FAST,20180409,54.16,54.47,53.62,53.65,3175600
Fat Brands Inc,FAT,20180409,6.5,6.5,6.43,6.43,2400
Fate Therapeutics,FATE,20180409,9.46,9.71,9.27,9.48,303300
Facebook Inc,FB,20180409,157.82,160.53,156.04,157.93,34915200
Fortress Biotech Inc,FBIO,20180409,4.94,5.02,4.81,4.83,91700
Fortress Biotech Inc 9.375% Series A Cumulativ,FBIOP,20180409,22.88,22.88,22.69,22.79,1500
First Business Finan,FBIZ,20180409,24.8,25.69,24.8,25.54,5500
First Bancshs [Ms],FBMS,20180409,31.95,32.1,31.3,31.75,61400
First Bancorp [Nc],FBNC,20180409,35.77,36.42,35.73,35.87,55100
First Connecticut BA,FBNK,20180409,25.35,26.125,25.35,25.7,17700
Fauquier Bankshares,FBSS,20180409,21.07,21.07,21.07,21.07,200
Brazil Alphadex Fund FT,FBZ,20180409,16.05,16.085,15.68,15.68,2200
China Alphadex Fund FT,FCA,20180409,30.62,30.62,30.62,30.62,100
First Trust Exchange-Traded Fund III First Trust,FCAL,20180409,50.145,50.145,50.145,50.145,1500
First Community Bksh,FCBC,20180409,30.77,31.3,30.27,30.58,40500
First Community Corp,FCCO,20180409,22.8,22.9,22.405,22.6,8900
1st Constitution Bcp,FCCY,20180409,21.65,21.8,21.65,21.8,7500
CEF Income Opportunity ETF FT,FCEF,20180409,21.43,21.52,21.41,21.41,4500
Fuelcell Energy Inc,FCEL,20180409,1.79,1.87,1.78,1.86,1718800
First Citizens Bancs,FCNCA,20180409,412.34,420.64,407.35,409.2,38200
Fc Global Realty Inc,FCRE,20180409,0.75,0.75,0.71,0.71,2200
Fibrocell Science,FCSC,20180409,0.58,0.58,0.56,0.56,46500
Ssi Strategic Convertible Securities ETF FT,FCVT,20180409,28.88,29.07,28.87,28.87,41100
Fidelity D & D Bancorp Inc,FDBC,20180409,49.2,49.5,49.2,49.5,1200
First Defiance Finl,FDEF,20180409,57.23,57.85,56.41,56.7,23000
Strategic Income ETF FT,FDIV,20180409,49.04,49.07,49.03,49.03,1700
Dev Mkts Ex-US Alphadex Fund FT,FDT,20180409,62.2,62.57,62.01,62.12,53900
Dev Mkts Ex-US Small Cap Alphadex Fund FT,FDTS,20180409,43.95,44.045,43.86,43.86,500
Fidus Investment Cor,FDUS,20180409,13.1,13.19,13.02,13.04,79300
Fidus Investment Corporation 5.875% Notes Due 20,FDUSL,20180409,25.7,25.72,25.55,25.68,900
Frequency Elcts Inc,FEIM,20180409,9.3,9.3,8.9,8.9,9600
Franklin Electric Co,FELE,20180409,41.25,41.6,40.5,40.55,131800
Emrg Mkts Alphadex Fund FT,FEM,20180409,28.93,29.01,28.62,28.66,321700
Emrg Mkts Local Currency Bond ETF FT,FEMB,20180409,42.87,42.87,42.65,42.65,7400
Emrg Mkts Small Cap Alphadex Fund FT,FEMS,20180409,44.39,44.43,43.91,43.91,25400
Fennec Pharmaceuticals Inc,FENC,20180409,14.24,14.99,13.64,14.33,311100
Europe Alphadex Fund FT,FEP,20180409,39.62,39.89,39.47,39.56,156200
Eurozone Alphadex Fund FT,FEUZ,20180409,45,45.15,44.865,44.96,9200
Largecap Core Alphadex Fund FT,FEX,20180409,57.74,58.48,57.62,57.64,339300
Fireeye Inc,FEYE,20180409,17.42,17.515,17.09,17.11,1449800
First Finl Bncp [Oh],FFBC,20180409,28.4,28.7,28.1,28.1,917500
Ffbw Inc,FFBW,20180409,10.76,11.1,10.76,11,5800
Fuwei Films [Holding,FFHL,20180409,3.22,3.4,2.98,3.25,4000
Flushing Finl Corp,FFIC,20180409,27.12,27.45,26.97,27.07,67500
First Finl Bkshs Inc,FFIN,20180409,46.7,47.6,46.65,46.65,190300
F5 Networks Inc,FFIV,20180409,141.74,143.23,139.68,140.78,479800
Farmers Capital BA,FFKT,20180409,40.95,41.175,39.9,40.85,72400
First Financial Nort,FFNW,20180409,15.89,16.56,15.89,16.32,13200
First Foundation,FFWM,20180409,18.46,18.68,18.25,18.26,134500
First Gurty Banc,FGBI,20180409,26.36,26.66,26,26.2,9600
Fibrogen Inc CS,FGEN,20180409,45.6,47.25,45.4,46.25,490200
Germany Alphadex Fund FT,FGM,20180409,50.11,50.25,50.04,50.08,6700
First Hawaiian Inc,FHB,20180409,27.77,27.99,27.45,27.49,231100
Hong Kong Alphadex Fund FT,FHK,20180409,41.92,41.92,41.92,41.92,200
First Interstate Ban,FIBK,20180409,39.65,40.05,39.15,39.15,115400
Finish Line Cl A,FINL,20180409,13.55,13.57,13.48,13.5,2266800
G-X Fintech Thematic ETF,FINX,20180409,22.97,23.17,22.95,22.96,23400
Financial Institut,FISI,20180409,30.35,31,30.25,30.35,25800
Fiserv Inc,FISV,20180409,70.1,71.19,70.02,70.13,1424400
Fifth Third Bncp,FITB,20180409,31.42,32.17,31.38,31.4,4276500
Fifth Third Bancorp,FITBI,20180409,28.91,28.94,28.82,28.88,18600
Five Below Inc,FIVE,20180409,71.04,72,71.02,71.44,968700
Five9 Inc,FIVN,20180409,27.92,28.32,27.65,27.68,271500
Tcw Opportunistic Fixed Income ETF FT,FIXD,20180409,49.57,49.61,49.39,49.59,25700
Homology Medicines Inc.,FIXX,20180409,18.7,18.9,17.5,17.68,138600
Natl Beverage Cp,FIZZ,20180409,89.15,90.66,87.38,88,298500
Japan Alphadex Fund FT,FJP,20180409,57.686,58.085,57.59,57.74,81300
South Korea Alphadex Fund FT,FKO,20180409,29.16,29.55,29.16,29.39,1800
UK Alphadex Fund FT,FKU,20180409,39.94,40.18,39.88,39.92,800
Fluidigm Corp,FLDM,20180409,5.93,6.01,5.8,5.81,64300
Flextronics Intl Ltd,FLEX,20180409,16.14,16.36,16.035,16.04,2075600
Fulgent Genetics Inc,FLGT,20180409,3.98,4,3.98,4,2700
First of Long Isla,FLIC,20180409,27.2,27.5,26.9,27,89600
Flir Systems Inc,FLIR,20180409,50.38,51,50.19,50.23,683300
Flex Pharma Inc,FLKS,20180409,4.98,5.22,4.915,5.055,28600
Full House Rsts,FLL,20180409,3.075,3.15,3.075,3.14,10500
Latin America Alphadex Fund FT,FLN,20180409,21.925,21.975,21.58,21.58,17900
1-800-Flowers.Com,FLWS,20180409,12.75,12.85,12.275,12.3,193100
Flexion Therapeutics,FLXN,20180409,24.03,25.14,23.87,24.11,729900
Flexsteel Inds,FLXS,20180409,39.06,39.65,38.65,38.75,10100
Farmers & Merch Banc,FMAO,20180409,39.86,40,39.8,39.8,3000
Managed Municipal ETF FT,FMB,20180409,52.66,52.7,52.55,52.7,21600
First Mid Ill Bncshr,FMBH,20180409,36.49,36.74,35.88,36.02,26500
First Midwest Bncp,FMBI,20180409,24.52,24.78,24.21,24.23,388800
FT Municipal High Income ETF,FMHI,20180409,50,50.21,49.985,50.21,3500
Foundation Medicine,FMI,20180409,72.55,77.2,72.55,75.2,246000
Mega Cap Alphadex Fund FT,FMK,20180409,33.32,33.32,33.17,33.17,300
Farmers Natl Banc Cp,FMNB,20180409,14.05,14.35,13.85,13.95,18400
Fnb Bancorp [Ca],FNBG,20180409,36.6,36.75,35.81,36.01,2600
First National Community Bancorp Inc,FNCB,20180409,9.25,9.25,9.23,9.25,2100
Financial Engines,FNGN,20180409,32.975,32.975,32.175,32.25,333700
Federated Natl Hldg,FNHC,20180409,16.46,16.6,16.185,16.35,37700
Finjan Holdings,FNJN,20180409,2.95,3,2.89,2.91,581100
Mid Cap Value Alphadex Fund FT,FNK,20180409,34.5,34.5,34.48,34.48,1400
Funko Inc Class A,FNKO,20180409,8.2,8.35,8.125,8.25,372600
First Bancorp Inc,FNLC,20180409,27.96,28.03,27.72,27.72,3200
Finisar Corp,FNSR,20180409,15.41,15.61,15.13,15.34,2158000
Fintech Acquisition Corp II,FNTE,20180409,9.97,9.97,9.97,9.97,100
Fintech Acquisition Corp II Warrant,FNTEW,20180409,1.16,1.2,1.16,1.2,2500
First Nw Banc,FNWB,20180409,16.75,16.95,16.12,16.7,15700
Mid Cap Core Alphadex Fund FT,FNX,20180409,64.7,65.21,64.34,64.34,81400
Mid Cap Growth Alphadex Fund FT,FNY,20180409,40.36,40.42,39.89,39.89,25100
Amicus Therapeutics,FOLD,20180409,13.28,13.97,13.28,13.58,1566100
Foamix Pharma Ord,FOMX,20180409,5.01,5.15,4.96,5.06,256500
Nasdaq Smartphone Index Fund FT,FONE,20180409,51.56,51.88,51.56,51.57,2800
Fonar Corp,FONR,20180409,27.75,28.2,27,27.75,77100
Forward Inds Inc,FORD,20180409,1.56,1.92,1.53,1.55,1561600
Fuling Global Ord Sh,FORK,20180409,4.25,4.25,4.1,4.15,9200
Formfactor Inc,FORM,20180409,13.35,13.55,13.05,13.1,469400
Forrester Resrch,FORR,20180409,43.2,44.15,43.05,43.55,91400
Formula Sys [1985],FORTY,20180409,36.31,36.31,36.31,36.31,200
Fossil Group,FOSL,20180409,14.3,14.58,14.08,14.34,1442500
21st Centry Fox Class B,FOX,20180409,35.44,35.97,35.24,35.33,3798400
21st Centry Fox Class A,FOXA,20180409,35.87,36.31,35.59,35.7,8126600
Fox Factory Cp,FOXF,20180409,34.75,35.3,34.45,34.95,230400
Asia Pacific Ex-Japan Alphadex Fund FT,FPA,20180409,35.71,35.77,35.58,35.64,2500
Flexshopper Inc,FPAY,20180409,3.07,3.07,2.9,2.9,1400
Five Prime Thera,FPRX,20180409,17.32,17.73,16.5,16.51,503300
International IPO Fund FT,FPXI,20180409,36.98,37.135,36.96,36.96,1800
Francesca's Holdings,FRAN,20180409,4.84,4.84,4.66,4.72,663000
First Bank,FRBA,20180409,14.45,14.45,14.35,14.4,9700
Republic First Bcp,FRBK,20180409,8.45,8.45,8.125,8.25,542500
Fred's Inc,FRED,20180409,2.98,3.02,2.79,2.79,647600
Fiesta Restaurant Gp,FRGI,20180409,19.7,19.8,19,19.05,148700
First Merchants Corp,FRME,20180409,41.75,42.15,41.14,41.2,111600
Frp Holdings Inc,FRPH,20180409,56.2,56.7,56,56.1,14700
Freshpet Inc CS,FRPT,20180409,18.05,18.55,17.8,18.35,222300
Papa Murphys Hld Com,FRSH,20180409,5.05,5.14,4.82,4.9,27100
Foresight Autonomous Holdings Ltd ADR,FRSX,20180409,3.14,3.41,3.09,3.2,13500
Forterra Inc,FRTA,20180409,8.35,8.47,8.12,8.12,186400
Federal Street Acquisition Corp,FSAC,20180409,9.76,9.8,9.76,9.8,4300
Federal Street Acquisition Corp Unit,FSACU,20180409,10.3,10.35,10.15,10.2,5100
Federal Street Acquisition Corp Warrant,FSACW,20180409,1.25,1.25,1.25,1.25,100
FS Bancorp Inc,FSBW,20180409,55.33,55.95,55.33,55.84,5800
Forescout Technologies Inc,FSCT,20180409,33.29,33.46,31.41,31.54,148400
First Savings Financ,FSFG,20180409,69.19,69.19,68,68,900
First Solar Inc,FSLR,20180409,70.32,72,70.1,70.85,1131300
Fusion Telecom Intl,FSNN,20180409,3.49,3.52,3.44,3.45,60000
Foster L B Co,FSTR,20180409,23.95,24.49,23.85,24,21800
Firstsrvce Sub Vt Sh,FSV,20180409,71.18,71.46,70.265,70.8,17200
Switzerland Alphadex Fund FT,FSZ,20180409,51.63,51.82,51.59,51.81,2200
Largecap Value Alphadex Fund FT,FTA,20180409,52.5,52.95,52.22,52.22,110700
Indxx Global Agriculture ETF FT,FTAG,20180409,26.79,26.94,26.79,26.84,9300
Largecap Growth Alphadex Fund FT,FTC,20180409,62.76,63.41,62.53,62.53,139600
Capital Strength ETF FT,FTCS,20180409,50.21,50.65,49.95,49.97,69100
Ftd Companies,FTD,20180409,5.12,5.12,4.5,4.9,810600
Fuel Tech Inc,FTEK,20180409,1.32,1.42,1.32,1.35,93400
Fronteo Inc,FTEO,20180409,17.98,17.98,17.595,17.595,600
Future Fintech Group Inc,FTFT,20180409,1.8,1.85,1.73,1.77,66500
Global Tactical Commodity Strategy Fund FT,FTGC,20180409,19.8,20.94,19.8,20.86,248000
High Income ETF FT,FTHI,20180409,22.004,22.125,21.86,21.86,1600
