Izea Inc,IZEA,20180409,2.34,2.59,2.31,2.31,37400
Jack In The Box Inc,JACK,20180409,86.9,87.8,86.65,86.86,362800
Jaguar Animal,JAGX,20180409,0.18,0.182,0.175,0.178,2174700
Jakks Pacific Inc,JAKK,20180409,2.3,2.35,2.1,2.15,168500
Jason Indst,JASN,20180409,3.13,3.13,2.93,3.05,100200
JA Solar Holdings,JASO,20180409,7.06,7.07,6.85,6.91,170000
Jazz Pharma Plc,JAZZ,20180409,151.48,151.97,149.575,150.86,436600
J B Hunt Transport,JBHT,20180409,110.77,111.82,109.09,109.21,933800
Jetblue Airways Cp,JBLU,20180409,20.04,20.34,19.48,19.48,7399100
John B Sanfilippo,JBSS,20180409,57.84,58.93,57.52,57.86,79700
J2 Global Inc,JCOM,20180409,77.38,78.645,77.38,77.68,254600
Commun Systems Inc,JCS,20180409,3.99,3.99,3.62,3.675,8000
Jd.Com Inc Ads,JD,20180409,39.89,41.05,39.56,40.07,9335100
J J Snack Foods,JJSF,20180409,139.06,140,136.17,138.79,47500
Jack Henry & Assoc,JKHY,20180409,118.65,120.04,118.37,118.49,349900
Ishares Mid-Cap Value ETF,JKI,20180409,155.7,156.719,155.195,155.318,5400
Jamba Inc,JMBA,20180409,8.86,8.87,8.4,8.51,19900
Wowo Ltd Ads,JMU,20180409,0.85,0.85,0.79,0.84,1800
Jounce Therapeutics Inc,JNCE,20180409,19.11,22.22,19.11,19.78,628300
Juniper Pharm Inc,JNP,20180409,10.4,10.85,10.2,10.35,83200
51Job Inc,JOBS,20180409,87.56,89.48,87.56,88.88,141600
Johnson Outdoors I,JOUT,20180409,63.24,63.39,62.35,62.98,18600
China Finance Online,JRJC,20180409,2.18,2.24,2.1,2.18,40100
James River Gp HD,JRVR,20180409,35.71,36.18,35.05,36.08,331400
SLM Cp 6% Sr Nt,JSM,20180409,22.84,23.54,22.8,22.87,241900
Janus Small/Midcap Growth ETF,JSMD,20180409,39.43,39.94,39.43,39.43,7400
Jensyn Acq Cp Ut,JSYNU,20180409,10.5,10.5,10.5,10.5,100
Jetpay Corp,JTPY,20180409,2.25,2.25,2.2,2.2,11800
Coffee Holding Co,JVA,20180409,4.31,4.34,4.2,4.33,10800
Jacksonville Bncp,JXSB,20180409,33.3,33.3,33.3,33.3,1100
The Joint Corp,JYNT,20180409,6.8,6.87,6.785,6.81,65500
Kayne Anderson Acquisition Corp Unit,KAACU,20180409,10.1,10.1,10.1,10.1,100
Kala Pharmaceuticals Inc,KALA,20180409,16.38,18.07,16.38,17.49,101000
Kaiser Aluminum,KALU,20180409,102.9,103.86,99.72,102.31,107300
Kalvista Pharmaceuticals Inc,KALV,20180409,9.06,9.31,8.89,9.07,17500
Ikang Healthcare ADR,KANG,20180409,20.1,20.11,20,20,628900
Kimball Intl Cl B,KBAL,20180409,17.26,17.26,16.86,16.94,101200
Kbl Merger Corp IV,KBLM,20180409,9.88,9.88,9.88,9.88,100
Kbs Fashion Gp Ltd,KBSF,20180409,4.63,5.52,4.6,4.98,134100
KBW Bank Powershares,KBWB,20180409,54.56,55.8,54.51,54.56,619500
KBW High Div Yld Financial Powershares,KBWD,20180409,22.97,22.97,22.75,22.75,41900
KBW Prop & Casuality Insur Powershares,KBWP,20180409,61.15,61.75,61.15,61.605,31300
KBW Regional Banking Powershares,KBWR,20180409,55.81,56.39,55.64,55.64,6000
KBW Prem Yld Equity REIT Powershares,KBWY,20180409,31.62,31.62,31.12,31.25,86000
Kcap Financial,KCAP,20180409,3.14,3.17,3.13,3.13,75400
Kcap Financial Inc 6.125% Notes Due 2022,KCAPL,20180409,25.26,25.26,25.2,25.2,2200
Kimball Electrnc,KE,20180409,16.4,16.5,16.2,16.2,30500
Kelly Svcs Cl A,KELYA,20180409,29.32,29.76,29.075,29.55,190700
Kewaunee Scientifi,KEQU,20180409,33.6,34.45,33.6,34.3,22300
Keryx Biopharm Inc,KERX,20180409,4.17,4.34,4.08,4.19,1217000
Keyw Holding Corp,KEYW,20180409,8.13,8.13,7.83,7.86,354900
Kentucky First Fed,KFFB,20180409,8.7,8.7,8.7,8.7,800
Kforce Inc,KFRC,20180409,27.2,27.6,27.05,27.15,95400
Kingold Jewelry Inc,KGJI,20180409,1.35,1.35,1.27,1.285,21700
Kraft Heinz Co,KHC,20180409,60.89,61.4,60.34,60.65,4669200
Orthopediatrics Corp,KIDS,20180409,16.37,16.54,15.45,15.52,139800
Kindred Biosciences,KIN,20180409,8.5,8.75,8.45,8.6,21000
Kingstone Cos Inc,KINS,20180409,16.85,16.85,16.4,16.45,27500
Kirkland's Inc,KIRK,20180409,10.1,10.135,9.86,9.96,147400
K L A-Tencor Corp,KLAC,20180409,105.14,107.88,103.62,103.79,1506200
Kulicke and Soffa,KLIC,20180409,24.65,25.13,24.33,24.34,444800
Klx Inc,KLXI,20180409,70,72.48,70,71.22,377600
Kamada Ltd,KMDA,20180409,4.63,4.75,4.6,4.65,16600
Kempharm Inc,KMPH,20180409,6.35,6.35,5.7,5.8,178300
Kandi Techs Grp,KNDI,20180409,4.8,5,4.7,4.9,165700
Kinsale Capital Group Inc,KNSL,20180409,51.16,51.85,50.82,51.14,69300
Kona Grill Inc,KONA,20180409,1.9,1.95,1.8,1.85,22100
Kingtone Wirelessinf,KONE,20180409,4.59,7.69,4.53,5.12,1332600
Cesca Therapeutics I,KOOL,20180409,1.5,1.53,1.45,1.45,265000
Kopin Cp,KOPN,20180409,3.08,3.1,2.99,3.01,330000
Karyopharm Therapeut,KPTI,20180409,12.64,12.8,11.89,12,418100
G-X Conscious Companies ETF,KRMA,20180409,19.27,19.5,19.24,19.26,3600
Kornit Digital Ord,KRNT,20180409,13.1,13.3,13,13.1,103800
Kearny Financial,KRNY,20180409,13.05,13.25,13.05,13.05,505300
Krystal Biotech Inc,KRYS,20180409,9.76,9.97,9.76,9.8,800
Key Tronic Cp,KTCC,20180409,6.915,6.942,6.88,6.88,3600
Kratos Defns,KTOS,20180409,10.73,10.8,10.53,10.54,1072000
Kitov Pharamceut Ads,KTOV,20180409,2.18,2.24,2.18,2.22,25500
Kitov Pharamceuti WT,KTOVW,20180409,0.56,0.58,0.5,0.56,66000
K2M Group Hldngs,KTWO,20180409,18.86,19.02,18.67,18.75,162800
Kura Oncology,KURA,20180409,16.75,17.8,16.75,17.3,133200
K V H Inds Inc,KVHI,20180409,10.35,10.35,10.2,10.25,8100
Kazia Therapeutics Ltd,KZIA,20180409,5.53,5.82,5.53,5.59,13200
Multi Color Cp,LABL,20180409,65.3,66,64.55,65.5,132900
Lakeland Inds Inc,LAKE,20180409,13.1,13.1,12.8,12.9,17500
Multi-Strategy Alternative PS,LALT,20180409,22.02,22.02,22.02,22.02,2700
Lamar Advertis A,LAMR,20180409,64.14,64.8,63.6,63.93,557200
Lancaster Colony Cor,LANC,20180409,123.26,124.49,122.47,122.69,69800
Gladstone Land Corp,LAND,20180409,12.8,13.12,12.71,12.87,68400
Gladstone Land Corp,LANDP,20180409,25.685,25.685,25.682,25.682,300
Landmark Bancorp Inc,LARK,20180409,28.795,28.795,28.6,28.6,400
Laureate Education Inc,LAUR,20180409,14.12,14.12,13.54,13.56,247000
Lawson Products In,LAWS,20180409,24.15,24.4,24.05,24.05,3000
Layne Christensen,LAYN,20180409,14.87,14.9,14.65,14.65,119800
Lazydays Holdings Inc.,LAZY,20180409,9.93,9.94,9.5,9.8,22000
Lakeland Bancorp Inc,LBAI,20180409,19.9,20.15,19.7,19.7,131800
Luther Burbank Corporation,LBC,20180409,11.94,12.01,11.48,11.49,105300
Long Blockchain Corp,LBCC,20180409,1.94,2,1.9,1.96,40700
Leading Brands,LBIX,20180409,1.16,1.19,1.14,1.15,22100
Liberty Broadbd A,LBRDA,20180409,82.73,83.97,82.39,82.95,197800
Liberty Broadbd C,LBRDK,20180409,82.55,84.09,82.46,83.16,652200
Liberty Global Ord A,LBTYA,20180409,31.6,32.02,31.27,31.29,1673600
Liberty Global Ord C,LBTYK,20180409,30.61,30.98,30.25,30.29,3333300
Landcadia Holdings Inc,LCA,20180409,10.06,10.06,10.06,10.06,600
Landcadia Holding Un,LCAHU,20180409,10.75,10.76,10.71,10.76,3900
Landcadia Holdings Inc Warrant,LCAHW,20180409,0.7,0.7,0.7,0.7,400
Lcnb Corp,LCNB,20180409,18.2,18.85,18.2,18.4,15400
Lifetime Brands Inc,LCUT,20180409,12.9,13.02,12.8,12.8,17500
Ladderrite 0-5 Year Corporate Bond PS,LDRI,20180409,24.66,24.66,24.425,24.56,1700
Lands' End Inc,LE,20180409,22.25,22.4,21.8,21.85,145100
Lincoln Elec Hldg,LECO,20180409,88.46,89.17,87.84,87.92,336300
Semileds Corp,LEDS,20180409,3.79,3.82,3.4,3.64,150500
First Trust Indxx Innovative Transaction & Proce,LEGR,20180409,28.5,28.82,28.5,28.7,7100
Presbia Plc Ord Shs,LENS,20180409,2.59,2.59,2.59,2.59,200
Liberty Expedia Holdings Inc,LEXEA,20180409,39.16,39.74,38.96,39.11,415000
Littelfuse Inc,LFUS,20180409,200.3,204.52,198.5,199.44,81800
Lifevantage Cp,LFVN,20180409,3.57,3.81,3.57,3.79,25800
Legacy Reserves LP,LGCY,20180409,4.48,4.94,4.48,4.7,706100
Legacy Resrvs Sr B,LGCYO,20180409,7.55,8.41,7.3,8,113200
Legacy Resrvs Sr A,LGCYP,20180409,8.7,9.4,8.7,9,36900
LGI Homes Inc,LGIH,20180409,74.01,75.11,73.86,73.9,465100
Ligand Pharm,LGND,20180409,155.84,159.8,155.18,158.15,217500
LHC Group Inc,LHCG,20180409,71.31,72,69.63,69.65,589400
Atyr Pharma Inc,LIFE,20180409,2.75,2.75,2.65,2.65,14800
Liberty Latin America Cl A,LILA,20180409,20.34,20.46,19.56,19.58,112900
Liberty Latin America Cl C,LILAK,20180409,19.85,20.12,19.2,19.2,339900
Lincoln Educational,LINC,20180409,1.97,1.97,1.85,1.9,1100
Lindblad Expd Hld,LIND,20180409,10.64,10.7,10.5,10.57,75700
Lindblad Expd WT,LINDW,20180409,1.45,1.47,1.45,1.45,4000
Interlink Elctrnc,LINK,20180409,5.3,5.7,5.3,5.7,18400
Liniu Technology Group,LINU,20180409,1.47,1.54,1.47,1.54,62900
Fidelity Southern Cp,LION,20180409,22.8,23.06,22.62,22.64,86600
Lumentum Hld,LITE,20180409,59.85,60.8,58.5,59.3,1580900
Live Ventures,LIVE,20180409,12.46,12.715,12.21,12.21,4900
Livanova Plc Or Sh,LIVN,20180409,86.18,86.64,85.41,85.55,223900
Livexlive Media Inc,LIVX,20180409,3.47,3.82,3.44,3.82,6900
La Jolla Pharma,LJPC,20180409,30.64,31.6,29.72,29.86,588100
Lakeland Finl Corp,LKFN,20180409,46.53,47.115,46.06,46.11,89300
Flexshares Credit Scored US Long Corp,LKOR,20180409,52.136,52.155,52.136,52.155,400
LKQ Corp,LKQ,20180409,38.39,38.525,38.08,38.11,1590300
Lianluo Smart Ltd,LLIT,20180409,2.08,2.21,2,2.1,111800
Limelight Networks,LLNW,20180409,3.97,4.015,3.9,3.9,728600
Lemaitre Vascular,LMAT,20180409,37.8,38.5,37.65,38.2,188100
Limbach Holdings Inc,LMB,20180409,13.48,14,13.48,13.81,40100
Low Duration Opportunities ETF FT,LMBS,20180409,51.45,51.45,51.35,51.43,569600
Lm Funding,LMFA,20180409,0.72,0.78,0.67,0.7,418900
Limoneira Co,LMNR,20180409,23.53,23.53,22.87,23.14,8200
Luminex Corp,LMNX,20180409,21.14,21.35,21.015,21.14,225300
Landmark Cmn Units,LMRK,20180409,16.05,16.44,16.025,16.3,23900
Landmark Infrastructure Partners LP,LMRKO,20180409,24.15,24.15,24.14,24.14,1400
Landmark Inf Prf,LMRKP,20180409,24.95,24.95,24.52,24.59,1200
Landec Cp,LNDC,20180409,13.55,13.85,12.85,13.4,244900
G-X Longevity Thematic Et,LNGR,20180409,19.58,19.61,19.58,19.58,900
Lantheus Holdings,LNTH,20180409,15.5,15.645,14.8,14.85,280500
Manhattan Bridge,LOAN,20180409,7.3,7.5,7,7.05,42800
Live Oak Bancsh,LOB,20180409,28.65,29.15,28.4,28.6,105000
El Pollo Loco,LOCO,20180409,9.65,9.729,9.425,9.5,238500
Logitech Int S.A.,LOGI,20180409,36.03,36.43,35.88,35.93,183900
Logmein Inc,LOGM,20180409,114,116.1,114,114.5,313100
Lonestar Resources US Inc,LONE,20180409,4.48,4.5,4.29,4.42,44800
Loop Industries Inc,LOOP,20180409,13.62,14.18,13.46,13.46,18800
Grand Canyon Educati,LOPE,20180409,107.49,108.45,107,107.61,375000
Loral Space Comm,LORL,20180409,40.15,40.15,39.77,40,166500
Loxo Oncology CS,LOXO,20180409,112.35,115.765,111.782,113.05,264000
Lipocine Inc,LPCN,20180409,1.67,1.78,1.62,1.63,534000
Lpl Financial Hld,LPLA,20180409,58.81,59.12,56.36,56.49,1441500
Lifepoint Health,LPNT,20180409,47.8,48.3,47.45,47.45,346800
Liveperson Inc,LPSN,20180409,14.95,15.35,14.81,15.05,721600
Lightpath Tech Inc,LPTH,20180409,2.26,2.32,2.22,2.3,135000
Leap Therapeutics Inc,LPTX,20180409,9.06,9.35,8.86,9.06,83200
Liquidity Services,LQDT,20180409,6.2,6.25,6.15,6.2,35700
Lrad Corp,LRAD,20180409,2.24,2.32,2.24,2.3,60100
Lam Research Corp,LRCX,20180409,192.83,199.72,192.11,193.12,2656600
Lake Shore Bancorp,LSBK,20180409,16.835,16.835,16.835,16.835,300
Lattice Semicond,LSCC,20180409,5.27,5.39,5.2,5.2,471300
Landstar System,LSTR,20180409,105.8,106.75,104.84,104.95,248500
Liberty Srs XM CS A,LSXMA,20180409,41.06,41.36,40.94,41.06,299100
Liberty Srs XM CS C,LSXMK,20180409,40.97,41.26,40.86,40.92,403600
Lightbridge Corp,LTBR,20180409,1.15,1.225,1.13,1.15,316600
Liberty Tripadv A,LTRPA,20180409,10.3,10.38,10.1,10.1,393000
Lantronix Inc,LTRX,20180409,2.14,2.17,2.134,2.155,10700
Legacytexas Fnl,LTXB,20180409,42.66,43.24,41.93,42,223900
Lululemon Athletica,LULU,20180409,90,90.85,89.35,89.64,1625800
Luna Innovations Inc,LUNA,20180409,3.26,3.56,3.26,3.4,345600
Legg Low Vol Hi Div ETF,LVHD,20180409,29.56,29.71,29.4,29.48,38600
Lifeway Foods Inc,LWAY,20180409,5.76,5.88,5.76,5.78,11500
Lexinfintech Holdings Ltd,LX,20180409,12.18,13.445,12.03,13.06,346200
Lexicon Pharmaceutcl,LXRX,20180409,8.65,8.96,8.37,8.45,502000
Dragon Victory Intl Ltd,LYL,20180409,3.79,3.81,3.78,3.79,1000
L S I Industries I,LYTS,20180409,7.67,7.71,7.52,7.52,44600
Merrimack Pharmaceuticals Inc,MACK,20180409,8.41,8.73,8.33,8.4,175500
M I Acquisitions Inc,MACQ,20180409,10.4,10.4,10.4,10.4,500
Magal Security Syst,MAGS,20180409,5.81,5.87,5.81,5.83,4100
Mam Software Gp,MAMS,20180409,8.26,8.26,8.21,8.21,800
Manhattan Assoc,MANH,20180409,42.1,42.205,41.21,41.25,439900
Mantech Intl Cp A,MANT,20180409,57.41,58.26,57.05,57.4,235800
Marriot Int Class A,MAR,20180409,131.9,133.27,130.57,130.72,2449600
Marathon Patent Grou,MARA,20180409,1.16,1.22,1.12,1.16,795300
Remark Holdings Inc,MARK,20180409,5.99,6.2,5.74,5.84,534100
Marine Petroleum U,MARPS,20180409,3.61,3.62,3.61,3.61,1800
Masimo Corp,MASI,20180409,84.52,85.23,83.9,84.32,257100
Mattel Inc,MAT,20180409,13.14,13.52,13.085,13.1,3878900
Mattersight Corp,MATR,20180409,2.1,2.1,1.95,1.95,52100
Matthews Intl Corp,MATW,20180409,50.5,50.5,49.45,49.6,249300
Mindbody Cls A,MB,20180409,39,39.5,38.35,38.4,326800
MBS Bond Ishares,MBB,20180409,104.34,104.45,104.32,104.45,907400
Middlefield Banc,MBCN,20180409,49.65,51.5,49.3,50.4,21000
MB Financial Inc,MBFI,20180409,40.67,41.425,40.25,40.28,294500
MB Financial Inc Dep Shs Repstg 1/40Th Int Sh No,MBFIO,20180409,24.94,24.94,24.87,24.94,11500
Marrone Bio Innov,MBII,20180409,3.1,3.15,2.58,2.62,1882800
Merchants Bancorp,MBIN,20180409,21.58,21.58,20.19,20.28,86300
Mustang Bio Inc,MBIO,20180409,10.38,10.71,9.3,9.91,131600
Microbot Medical Inc,MBOT,20180409,0.69,0.69,0.63,0.665,184200
Moleculin Biotech CS,MBRX,20180409,1.8,1.87,1.78,1.8,163800
Flexshares Disciplined Duration MBS Index Fund,MBSD,20180409,23.3,23.37,23.3,23.32,4200
Mbt Financial Corp,MBTF,20180409,10.75,10.8,10.5,10.55,31600
Malibu Boats Cmn A,MBUU,20180409,33.75,34.55,33.5,34.31,156300
Mabvax Therapeutics Holdings Inc,MBVX,20180409,1.59,1.82,1.44,1.77,77500
Mercantile Bank Corp,MBWM,20180409,33.88,34.6,33.71,33.83,34400
Macatawa Bank Corp,MCBC,20180409,10.5,10.54,10.33,10.41,30100
Municipal CEF Income Opportunity ETF FT,MCEF,20180409,17.9,17.9,17.82,17.82,1300
Mid-Con Energy Partn,MCEP,20180409,1.44,1.52,1.36,1.5,102000
Mcbc Holdings,MCFT,20180409,25.14,25.26,24.81,25,226700
China Index MSCI Ishares,MCHI,20180409,67.16,67.955,66.76,67.07,2090900
Microchip Technology,MCHP,20180409,87.13,89.03,86.12,86.2,3704400
Marchex Inc,MCHX,20180409,2.65,2.68,2.63,2.66,63000
Seres Theraptc,MCRB,20180409,7.15,7.36,6.96,7.11,207700
Monarch Casino,MCRI,20180409,41.57,41.77,40.66,40.89,111000
Mongodb Inc Class A,MDB,20180409,41.11,42.18,40,40.08,433100
Mdc Partners Cl A,MDCA,20180409,7.05,7.2,6.95,6.95,302200
Medicines Co,MDCO,20180409,30.11,30.22,29.28,29.57,855800
Madrigal Pharmaceuticals Inc,MDGL,20180409,103.17,111.27,103.17,109.29,225900
Medigus Ltd Ads,MDGS,20180409,1.21,1.3,1.17,1.28,56700
Multi-Asset Diversified Income Index Fund FT,MDIV,20180409,17.88,17.98,17.86,17.86,93200
Mondelez Intl Cmn A,MDLZ,20180409,41.61,42.13,41.56,41.68,8871300
Allscripts Hlthcare,MDRX,20180409,12.21,12.38,12.13,12.15,2033500
Medidata Solutions,MDSO,20180409,64.34,65.66,63.96,64.9,1298100
Mediwound Ltd Ord Sh,MDWD,20180409,5.4,5.5,5.34,5.4,16500
Mimedx Group Inc,MDXG,20180409,6.53,6.57,6.33,6.42,1715400
Medpace Holdings Inc,MEDP,20180409,35.81,36.77,35.47,35.6,104100
The Meet Group,MEET,20180409,2.06,2.41,2.02,2.31,5462900
Mei Pharma Inc,MEIP,20180409,1.97,2.04,1.89,1.89,125700
Mercadolibre Inc,MELI,20180409,345,351.42,340.07,342.67,361900
Methanex Cp,MEOH,20180409,63.1,64.225,62.15,62.7,544700
Mercer Intl Inc,MERC,20180409,12.6,13,12.6,13,141700
Mesoblast Ltd Ads,MESO,20180409,5.73,5.82,5.5,5.55,30600
Ramaco Resources Inc,METC,20180409,6.767,6.935,6.34,6.43,91800
Medallion Fin Cp,MFIN,20180409,4.61,4.625,4.47,4.55,47600
Medallion Fin Notes,MFINL,20180409,25.045,25.07,25.045,25.045,700
Mackinac Financial,MFNC,20180409,16.065,16.065,15.6,15.908,10100
Mutualfirst Finl Inc,MFSF,20180409,36.6,36.9,36.55,36.55,1800
Mge Energy Inc,MGEE,20180409,56.35,57,56.05,56.7,78200
Miragen Therapeutics Inc,MGEN,20180409,6.58,6.75,6.35,6.65,150000
Moneygram Intl,MGI,20180409,8.28,8.46,8.24,8.26,349000
Magic Software Entpr,MGIC,20180409,8.1,8.32,8.1,8.15,7100
Magellan Health,MGLN,20180409,107.45,110.4,106.05,107.25,129900
Macrogenics,MGNX,20180409,22.76,23.35,22.47,22.58,289800
MGP Ingredients Inc,MGPI,20180409,86.16,86.505,83.59,84,187800
Mcgrath Rentcorp,MGRC,20180409,54.25,54.47,53.3,53.36,124500
Magyar Bancorp Inc,MGYR,20180409,12.4,12.4,12.3,12.3,1200
Maiden Holdings Ltd,MHLD,20180409,6.9,6.9,6.7,6.7,546200
Micronet Enertec Tec,MICT,20180409,1.35,1.35,1.29,1.29,18300
Micronet Enertec Wrt,MICTW,20180409,0.03,0.03,0.03,0.03,2100
Middleby Corp,MIDD,20180409,124.74,125.6,123.29,123.33,350200
The Michaels Comp,MIK,20180409,19.36,19.45,18.63,18.66,2041400
G-X Millennials Thematic ETF,MILN,20180409,19.75,19.923,19.66,19.675,6700
Mimecast Limited Ord,MIME,20180409,35.25,35.97,35.1,35.39,131600
Mitcham Industries Inc,MIND,20180409,3.259,3.29,3.175,3.21,4100
Mitcham Industries Inc,MINDP,20180409,23.43,23.5,23.43,23.49,2500
Mobile Mini Inc,MINI,20180409,43.7,43.795,42.85,42.85,265900
Mitek Systems Inc,MITK,20180409,7.5,7.55,7.2,7.225,436600
Mitel Networks Corp,MITL,20180409,9.3,9.55,9.23,9.3,1060700
Monaker Group Inc,MKGI,20180409,3.71,3.71,3.57,3.57,1400
Mks Instruments Inc,MKSI,20180409,111.9,115.65,111.3,111.65,516800
Marketaxess Holdings,MKTX,20180409,208.53,211.66,207.55,207.81,155800
Mesa Labs Inc,MLAB,20180409,151.25,154.6,148.05,151.67,26400
Melco Resorts & Entertainment,MLCO,20180409,28.4,29.2,28.36,28.73,1520100
Miller Herman Inc,MLHR,20180409,32.3,32.3,31.4,31.4,287700
Melinta Therapeutics Inc,MLNT,20180409,7,7,6.5,6.65,269000
Mellanox Technologies,MLNX,20180409,74,75.6,73.45,73.55,298500
Malvern Bncp,MLVF,20180409,24.55,24.8,24.55,24.8,7500
Mma Capital Mngt,MMAC,20180409,27.55,27.55,27,27.55,4900
Modern Media Acquisition Corp,MMDM,20180409,9.95,9.95,9.94,9.94,32800
Modern Media Acquisition Corp Right,MMDMR,20180409,0.39,0.39,0.39,0.39,1800
Modern Media Acquisition Corp Unit,MMDMU,20180409,10.65,10.65,10.65,10.65,200
Modern Media Acquisition Corp Warrant,MMDMW,20180409,0.47,0.47,0.47,0.47,47300
Martin Midstrm LP,MMLP,20180409,14,14,13.6,13.6,69400
Merit Medical Sys,MMSI,20180409,45.45,45.875,44.75,45.25,244100
Makemytrip Ltd,MMYT,20180409,34,35.15,33.55,35,383600
Mind C.T.I. Ltd,MNDO,20180409,2.23,2.26,2.2,2.2,56200
Magnegas Corp,MNGA,20180409,0.86,0.86,0.81,0.84,112300
Mannkind Corp,MNKD,20180409,1.8,1.82,1.67,1.69,3210900
Menlo Therapeutics Inc.,MNLO,20180409,11.35,11.84,7.94,8.17,3068100
Medicinova Inc,MNOV,20180409,12.25,12.86,12.25,12.6,129600
Monro Muffler Brak,MNRO,20180409,56.05,56.5,54.85,55.1,360100
Monster Beverage Cp,MNST,20180409,56.55,57,56.01,56.23,2061400
Momenta Pharma,MNTA,20180409,17.7,18.7,17.7,18.55,1358100
Manitex Intl Inc,MNTX,20180409,11.98,12.2,11.85,12.01,41500
Mobileiron Inc,MOBL,20180409,4.85,5.025,4.85,4.9,247800
Midwestone Fnl Gp,MOFG,20180409,32.63,33.09,32.41,32.45,28600
Momo Inc Ads,MOMO,20180409,36.62,37.59,36.55,36.79,2674200
Morningstar Inc,MORN,20180409,96.96,97.8,95.98,96.16,30300
Mosys Inc,MOSY,20180409,1.19,1.2,1.15,1.18,68000
Motus Gi Holdings Inc.,MOTS,20180409,4.475,4.59,4.475,4.5,12600
Moxian Inc,MOXC,20180409,3,3,2.93,2.93,9100
Motorcar Parts Amer,MPAA,20180409,22.02,22.3,20.91,21.76,154000
Matlin & Partners Acquisition Corporation Class,MPAC,20180409,9.81,9.81,9.77,9.77,1100
Matlin & Partners Acquisition Corporation Units,MPACU,20180409,10.25,10.28,10.24,10.28,11900
Matlin & Partners Acquisition Corporation Warran,MPACW,20180409,0.48,0.48,0.47,0.47,1600
Mid Penn Bancorp Inc,MPB,20180409,32.3,33,31.85,33,9000
Ishares Global Impact ETF,MPCT,20180409,59.11,59.185,58.66,59.185,4900
Mountain Prv Dmds,MPVD,20180409,2.65,2.65,2.5,2.55,5000
Monolithic Power Sys,MPWR,20180409,112.3,114.47,111.15,111.56,234300
Everspin Technologies Inc,MRAM,20180409,7.46,7.83,7.29,7.6,60900
Meridian Bank,MRBK,20180409,18,18.88,18,18.24,2300
Monroe Capital Corpo,MRCC,20180409,12.56,12.75,12.53,12.58,81500
Mercury Sys Inc,MRCY,20180409,47.82,47.82,45.85,45.86,314300
Meridian Waste Solutions Inc,MRDN,20180409,0.573,0.575,0.547,0.55,62400
Marlin Business Serv,MRLN,20180409,28.4,28.95,28.4,28.7,50900
Marinus Pharma CS,MRNS,20180409,4.15,4.3,4.05,4.25,588700
Mersana Therapeutics Inc,MRSN,20180409,14.94,16.67,14.93,16.05,132700
Marten Transport L,MRTN,20180409,22.4,22.45,21.8,21.9,351000
Mirati Therapeutics,MRTX,20180409,26.3,27.55,26.275,27.25,296300
Merus N.V. CS,MRUS,20180409,17.27,17.89,16.9,17.51,16600
Marvell Tech Group,MRVL,20180409,20.7,21.18,20.565,20.6,5721200
MSB Financial,MSBF,20180409,18.1,18.35,18.1,18.15,3600
Midland Sts BNC,MSBI,20180409,31.71,32.16,31.47,31.5,64600
Microsemi Corp,MSCC,20180409,63.95,64.12,63,63.02,1145800
Middlesex Water Co,MSEX,20180409,38.16,38.64,37.8,38.43,63800
Microsoft Corp,MSFT,20180409,91.04,93.17,90.62,90.77,31533900
Misonix Inc,MSON,20180409,10,10.1,9.95,9.95,16900
Microstrategy Cl A,MSTR,20180409,126.57,127.94,125.32,125.44,62600
Medical Transc Bl,MTBC,20180409,3.45,3.46,3.3,3.31,69100
Mtbc 11% Sr A Prf ST,MTBCP,20180409,24.5,24.52,24.25,24.25,16400
Match Group Inc CS,MTCH,20180409,42.59,44.3,42.58,43.42,1163600
Molecular Templates Inc,MTEM,20180409,8.74,8.81,8.395,8.61,59400
Mannatech Inc,MTEX,20180409,17.7,17.7,17.54,17.6,5200
Motif Bio Plc,MTFB,20180409,10.48,10.655,10.4,10.4,5400
Motif Bio Plc Warrants To Purchase Adrs,MTFBW,20180409,3.9,3.9,3.65,3.65,300
American Cap Mtg Inv,MTGE,20180409,17.9,18,17.85,17.95,239200
Amrcn Cap Mt Sr A PS,MTGEP,20180409,25.72,25.75,25.72,25.75,600
Materialise Nv Ads,MTLS,20180409,11.72,11.76,11.6,11.66,25200
Midatech Pharma Ads,MTP,20180409,0.8,0.8,0.76,0.79,4100
Matrix Service Co,MTRX,20180409,14.6,14.85,14.3,14.5,128800
M T S Systems Cp,MTSC,20180409,50.2,50.55,49.5,49.6,58200
Macom Technology S,MTSI,20180409,17.24,17.781,16.025,16.03,1316000
Mer Telemanagement Solutions Ltd,MTSL,20180409,1.695,1.7,1.693,1.7,2700
Micron Technology,MU,20180409,49.13,49.83,47.92,47.96,50532800
Mudrick Capital Acquisition Corporation Unit,MUDSU,20180409,10.2,10.2,10.2,10.2,100
Mvb Financial Corp,MVBF,20180409,19.59,19.69,19.105,19.69,3800
Microvision,MVIS,20180409,1.1,1.1,1.04,1.06,353000
Maxim Integrated,MXIM,20180409,57.15,58.62,56.84,56.86,2917400
Maxwell Technologies,MXWL,20180409,5.57,5.58,5.51,5.52,73400
Myriad Genetics Inc,MYGN,20180409,27.94,28.65,27.83,28.35,982600
Mylan Nv Ord Shs,MYL,20180409,39.79,40.68,39.35,39.85,4637200
Mynd Analytics Inc,MYND,20180409,1.23,1.44,1.21,1.33,110900
